latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
52.151,10.409,303.7,1.3,1.1,2017-11-10,2125,Terra,MODIS,56,6.0NRT,273.2,15.1,N
52.151,10.396,302.5,1.3,1.1,2017-11-13,1230,Aqua,MODIS,50,6.0NRT,277.2,10.8,D
52.151,10.403,308.9,1.3,1.1,2017-11-25,2040,Terra,MODIS,76,6.0NRT,274,20.2,N
52.15,10.404,305,1.4,1.2,2017-12-29,1055,Terra,MODIS,60,6.0NRT,275.3,17.4,D
52.172,10.416,300.1,1.3,1.1,2017-10-22,0155,Aqua,MODIS,18,6.0NRT,281.1,9.2,N
49.354,6.746,307.6,1,1,2017-10-14,1030,Terra,MODIS,65,6.0NRT,293.3,7,D
49.244,6.853,300.9,1,1,2017-10-15,0150,Aqua,MODIS,35,6.0NRT,282.1,7.6,N
49.354,6.743,305.2,1.3,1.1,2017-10-16,1020,Terra,MODIS,39,6.0NRT,292.7,7.2,D
49.355,6.756,304.4,1.3,1.1,2017-10-16,1020,Terra,MODIS,34,6.0NRT,292.5,6.1,D
49.243,6.85,304,1.3,1.1,2017-10-16,1020,Terra,MODIS,58,6.0NRT,291.7,6.6,D
49.346,6.741,311,1.4,1.2,2017-10-16,1205,Aqua,MODIS,71,6.0NRT,294.6,14,D
49.244,6.843,309.7,1.3,1.1,2017-10-17,1245,Aqua,MODIS,69,6.0NRT,293.7,11.5,D
49.355,6.74,305,1.3,1.1,2017-10-17,1245,Aqua,MODIS,60,6.0NRT,294.9,6.2,D
49.358,6.751,309.1,1.1,1,2017-10-19,1050,Terra,MODIS,68,6.0NRT,291.3,9.3,D
49.247,6.854,306.7,1.1,1,2017-10-19,1050,Terra,MODIS,64,6.0NRT,291.3,7.8,D
49.243,6.847,306.8,1,1,2017-10-19,1235,Aqua,MODIS,64,6.0NRT,290.6,6.7,D
49.248,6.854,307.6,1.1,1,2017-10-22,0155,Aqua,MODIS,72,6.0NRT,279.6,13.8,N
49.353,6.74,306.1,1.4,1.2,2017-11-01,1205,Aqua,MODIS,63,6.0NRT,287,14,D
51.496,6.743,306.1,1.1,1,2017-10-01,0135,Aqua,MODIS,67,6.0NRT,282,11,N
51.462,6.742,301.4,1.1,1,2017-10-01,0135,Aqua,MODIS,41,6.0NRT,281.8,8.8,N
51.483,6.718,302.9,1,1,2017-10-05,1035,Terra,MODIS,0,6.0NRT,271.3,7.7,D
51.483,6.715,304.1,1,1,2017-10-08,0140,Aqua,MODIS,58,6.0NRT,283,9,N
51.483,6.72,305.1,1,1,2017-10-12,1045,Terra,MODIS,0,6.0NRT,279.4,7.8,D
51.367,6.71,322.4,1.1,1,2017-10-14,1030,Terra,MODIS,71,6.0NRT,292.2,21.5,D
51.461,6.741,305.7,1,1,2017-10-14,1215,Aqua,MODIS,0,6.0NRT,291.7,5.1,D
51.481,6.723,310.9,1.3,1.1,2017-10-14,2140,Terra,MODIS,62,6.0NRT,286,17.5,N
51.46,6.747,300.7,1,1,2017-10-15,0150,Aqua,MODIS,6,6.0NRT,285,5.4,N
